"en","Comment"
"(Whoops!{Wait032}
 I forgot!){NewPage}(I promised him a meal and
 a nap when we got out...)",""
"Laguna
“Hey!{Wait032}  Who are you?{Wait032}
 What do you want!?”",""
"Forced Laborer
“Calm down... {Wait032}He's the one I wanted
 you to speak with.”{NewPage}Forced Laborer
“This is an assistant to Dr. Odine. But he's
 also a fellow member of our resistance.”",""
"Doctor's Assistant
“After all the ruckus you've just caused, you
 may need to go into hiding, for a long time...”{NewPage}Doctor's Assistant
“But we could aid you, if you were willing to
 become a part of our fight for freedom.”{NewPage}Doctor's Assistant
“You should be aware, we normally don't
 solicit the help of...{Wait064}outsiders, like yourself.”{NewPage}Doctor's Assistant
“First I need to know why you're here, and
 your interest in Esthar's political affairs.”",""
"Forced Laborer
“He's looking for someone, a little girl.
 And he thinks she may be with Odine.”",""
"Doctor's Assistant
“Oh...{Wait048}I see...”",""
"Doctor's Assistant
“If that's the case, then perhaps we can
 both be of use to one another.”{NewPage}Doctor's Assistant
“I can help you find where the girl is being
 kept. But I require something in return.”{NewPage}Doctor's Assistant
“Over the past year, our freedom movement
 has suffered some...{Wait064}severe setbacks.”{NewPage}Doctor's Assistant
“And now, we're running desperately low on
 able-bodied men with military experience.”{NewPage}Doctor's Assistant
“You three might make more of a difference
 than you realize. What do you say?”",""
"Laguna
“I get it, you guys are in a bad spot. 
 Esthar needs some major reform...”{NewPage}Laguna
“But listen, I'm not here to fight another
 war...{Wait064} I'm just here for my girl.”",""
"Forced Laborer
“But the reason you were caught in the first
 place was because you didn't have us.”{NewPage}Forced Laborer
“You aren't from Esthar. You have no
 understanding of our laws and culture.”{NewPage}Forced Laborer
“Without our help, you'll just end up getting
 incarcerated again, or maybe worse...”",""
"Kiros
“That's funny, coming from a guy who was
 stuck in a work camp, until WE broke him out.”{NewPage}Kiros
“Laguna, I've got no interest in getting caught
 up in some hopeless revolution.”",""
"Ward
“........”",""
"Laguna
“Well...{Wait032}we didn't need your
 help getting this far...”",""
"Laguna
“We'll find her location, with
 or without your help.”{NewPage}Laguna
“And once we've got Elle back,
 we're leavin' Esthar, forever.”",""
"Doctor's Assistant (see Text 37)
“Please calm down...
 I don't know where she is,{Wait016}
 but Dr. Odine would.”{NewPage}Odine used to be sympathetic
 to our movement, but the crystal pillar changed him...",""
"Laguna 
“I've got a solution, too!
 It's called getting out of here alive.”{NewPage}Laguna 
“I'm goin' back in to find that Dr. Odine.
 He'll talk, or I'll make him!”",""
"Forced Laborer
“Wait!{Wait032}
 Laguna!”",""
"Forced Laborer
“Do you think that you're the only one
 who's suffering at the hands of Adel?”{NewPage}Forced Laborer
“It was years ago when I lost my family
 to the Sorceress' tyranny...”{NewPage}Forced Laborer
“I understand your pain, and I can see in
 your eyes that you understand ours, too.”{NewPage}Forced Laborer
“We want to help you, but we'll never succeed
 unless we all work together.”",""
"Kiros
“Well, Laguna...{Wait032}
 What do you think?”{NewPage}Kiros
“Can we keep Elle safe from
 this Sorceress forever?”{NewPage}Kiros
“I never want to go through
 all this again.”",""
"Laguna
“I know...{Wait032}me either...{Wait048} And I don't
 wish Elle's fate on anybody else...”{NewPage}Laguna
“But takin' on a sorceress...{Wait048}
 What do you think, Ward?”",""
"Kiros
“Ha-ha!{Wait032}  Look at that!{Wait048}
 He looks like he's actually up for it!”{NewPage}Kiros
“I think he's been wanting to take the
 fight to Adel for a long time...”{NewPage}Kiros
“Is it revenge for the throat, Ward?”",""
"Laguna
“Well...{Wait032}
 As long as it keeps Elle safe...”{NewPage}Laguna
“I'm willing to do whatever
 it takes.”",""
"Forced Laborer
“Really!? {Wait032} That's great!{Wait032}
 You're doin' the right thing.”{NewPage}Forced Laborer
“Now...{Wait032} Your instinct was a good one.
 You're gonna want to confront Dr. Odine.”{NewPage}Forced Laborer
“But be careful with him. He used to
 sympathize with our cause, years ago.”{NewPage}Forced Laborer
“Depending on how you treat him, we might
 convince him to join our side again.”",""
"Laguna
“Oh, don't worry!{Wait032} 
 You just wait right here...”{NewPage}Laguna
“...while I'll pay a little visit to the nice
 doctor who experiments on children!”",""
"(Alright, Laguna. Calm down...{Wait064}
 Think with your head, not your heart.){NewPage}(...{Wait048}Why do I have a feeling I'm gonna regret
 joining this revolution...{Wait096}for a long time...){NewPage}(Heh, what am I worried about?
 I'm sure everything will work out fine!)",""
"Forced Laborer
“This is a changing tide in the
 fight against the Sorceress.”{NewPage}Forced Laborer
“I'm sure your daughter will
 be proud of you.”",""
"Laguna
“Heh, I hope so...{Wait032}
 But, uh, she's not exactly my daughter.”",""
"Kiros
“Oh please,
 Laguna...”{NewPage}Kiros
“You and Raine have all
 but adopted her.”",""
"Laguna
“But I'm still just 'Uncle'
 Laguna to her.”{NewPage}Laguna
“And she refuses to call
 me anything else.”",""
"Kiros
“She's always called you that. I don't think
 it means as much as you think it does.”{NewPage}Kiros
“Remember when you finally told her that
 you and Raine weren't getting married?”",""
"Laguna
“Of course I do...{Wait048} She shoved fruit jam
 inside every pair of shoes I owned.”{NewPage}Laguna
“Raine always referred to it as the
 ‘J Disaster'.”",""
"Kiros
“Yes!!{Wait048}  Ward and I laughed ourselves
 to tears when we saw your face.”",""
"Laguna
“Yeah...{Wait048}I had to have a long sit down
 with her after that one...”",""
"Forced Laborer
“Wow...{Wait032} What a brat...{Wait048}ummm...{Wait048}
 I mean...{Wait048}what a lively girl she must be...”",""
"Forced Laborer
“Well, go on inside.
 Time's a wastin'.”",""
"Doctor's Assistant
“Hmm...{Wait048} I'd advise you to think twice before
 making your decision.”{NewPage}Doctor's Assistant
“If you find her location, freeing the girl
 will likely be easy...{Wait096}at first...”{NewPage}Doctor's Assistant
“But Adel has been acquiring girls from around
 the world for quite some time, now.”{NewPage}Doctor's Assistant
“If the Sorceress truly wants your child,
 she can just as easily find her again.”{NewPage}Doctor's Assistant
“We're dealing with a much greater
 problem than the safety of one little girl.”{NewPage}Doctor's Assistant
“Your situation is evidence that Adel isn't just
 a threat to Esthar, but to the world.”{NewPage}Doctor's Assistant
“That's why we're looking for a more...{Wait048}
 permanent solution to our sorceress issue.”",""
"“If he's not in the {Blue}【laboratory】{White},{Wait016}
 maybe he went {Blue}【downstairs】{White}.”",""
"Laguna
“I don't think so
 Odine!!”{NewPage}Laguna
“Not 'til I have
 the location!”",""
"Doc Odine
“Yes, yes. Of course!”{NewPage}Doc Odine
“Ze subject vill be in {Blue}【O Lab】{White}.
 In ze heart of ze City!”",""
"Doc Odine
“Ze girl from {Galbadia} iz there!”{NewPage}Doc Odine
“Now leave me in peace!!”",""
"Doctor's Assistant
...He means {Blue}【Odine's Laboratory】{White}...",""
"Doctor's Assistant
“It's his private lab. It's separate from
 the larger government facilities.”{NewPage}Doctor's Assistant
“Security should be far less there,
 provided that the Sorceress isn't visiting.”",""
"Laguna
“Sounds good...{Wait032}uh...{Wait048}
 How do I get there?”",""
"Forced Laborer
“That's why you needed us,
 remember?”{NewPage}Forced Laborer
“Get in the car. I'll take you
 there as fast as I can.”",""
"Doctor's Assistant
“Be careful!{Wait032}  I'll stay here and
 have a talk with Dr. Odine.”{NewPage}Doctor's Assistant
“Good luck to you...{Wait032}and...{Wait032}
 Welcome to the team!”",""
"【Save Point】
 Access the Menu and select
 [Save] to save your game.",""
"“Dummy”",""
"#edview1a","475"
"...the Lunatic Pandora.",""
"There was no way we could have pulled this
off without the help of Dr. Odine.{NewPage}At first, he disagreed with our plan. 
The Pandora was a crowning feat of ingenuity.{NewPage}He resented spending years of his life making
it fully functional, only to throw it all away.{NewPage}But we weren't willing to take 'no'
for an answer.",""
"“Dummy”",""
"#edview1b","476"
"“That big hunk of rock that was here?
 I miss it now that it's gone.
 It's so barren here now.”",""
"“Look at them running around together.
 They're so cute.”",""
"【Save Point】
 Access the Menu and select
 [Save] to save your game.",""
"“Dummy”",""
"#edview2","477"
"“That sky makes me feel depressed...
 I miss the blue sky.”{NewPage}“The blue makes me
 excited......{Wait016}hack hack hack!”{NewPage}“Oh!
 Stop teasing me! Ha ha ha......”",""
"“Look at them running around together.
 They're so cute.”",""
"【Save Point】
 Access the Menu and select
 [Save] to save your game.",""
"“Dummy”",""
"#eein1","478"
"",""
"",""
"",""
"#eein11","479"
"",""
"",""
"",""
"#eein12","480"
"",""
"",""
"",""
"#eein3","481"
"",""
"",""
"",""
"Received [Solomon Ring]!",""
"#eein31","482"
"",""
"",""
"",""
"Received [Solomon Ring]!",""
"#eein32","483"
"",""
"",""
"",""
"Received [Solomon Ring]!",""
"#eeview1","484"
"",""
"",""
"",""
"#eeview2","485"
"",""
"",""
"",""
"#eeview3","486"
"",""
"",""
"",""
"#efbig1","487"
"",""
"",""
"",""
"{Zell}
“Dammit!
 ...How'd that thing do that!?”",""
"{Zell}
“Now what are we gonna do?”",""
"{Selphie}
“Gee, what's gonna happen...?
 This is big...”",""
"{Quistis}
“I have a bad feeling.”",""
"{Irvine}
“I don't know about you guys, but
 I got a bad vibe about all this.”",""
"Edea
“The Lunar Cry...”",""
"{Zell}
“I guess we better fall back for now.”",""
"#efenter1","488"
"Sentry
“This area
 is off-limits.”",""
"#efenter2","489"
"“.........”",""
"(That man...){NewPage}(He's letting us go?)",""
"(Where have I seen him before...?)",""
"Sentry
“This area is
 off-limits.”",""
"Sentry
“You want to see your comrade off?”{NewPage}Sentry
“We normally don't allow that sort of thing.”",""
"Sentry
“But...{Wait032}you look awfully concerned...”{NewPage}Sentry
“I'll make an exception.  Go on ahead.”{NewPage}Sentry
“Just don't touch anything!”",""
"Sentry
“......”",""
"#efpod1","491"
"{Squall}
“{Rinoa}, hold on!{Wait048}
 I'll get you out of there!”",""
"{Squall}
“What am I supposed to do!?{Wait048}  Come on!”",""
"{Rinoa}
“{Squall}, why!?{Wait032}  I'm...{Wait064}a sorceress.”{NewPage}{Rinoa}
“What if I lose control again?”",""
"{Squall}
“Don't be afraid.”{NewPage}{Squall}
“I promised you once...”{NewPage}{Squall}
“That I'd protect you.”",""
"{Edea}
“{Squall}!{Wait032}  {Rinoa}!”",""
"{Quistis}
“{Rinoa}!{Wait032}  {Squall}!”",""
"{Irvine}
“{Squall}!{Wait032}  {Rinoa}!”",""
"{Selphie}
“{Rinoa}!{Wait032}  {Squall}!”",""
"{Zell}
“{Squall}!{Wait032}  {Rinoa}!”",""
"{Squall}
“I'm here for you.”{NewPage}{Squall}
“Just stay close to me.”",""
"#efpod1a","492"
"Adel
“What's this?{Wait032}
 A hologram!?”{NewPage}Adel
“...{Wait032}...{Wait032}You dare to bait me
 with a simple ruse?”{NewPage}Adel
“Explain this, or I'll kill you
 where you stand!”",""
"Even in those last moments, she was
so confident in her position.{NewPage}She couldn't believe that someone like
me had the nerve to challenge her.",""
"Laguna
“The people of Esthar
 are sick of you.”",""
"Laguna
“You're tyranny is over!”",""
"Laguna
“Kiros, Ward!{Wait032}
 Now!!!”",""
"Laguna
“All too easy!”",""
"Adel had grown complacent, and
we were able to catch her off guard.",""
"She was finally subdued.",""
"And for her crimes, her sentence
was to be sealed in stasis...",""
"...and to be exiled, indefinitely...",""
"Far, far from Esthar...",""
"“Dummy”",""
"#efview1","494"
"#efview1a","495"
"Once he had isolated the mechanism behind
junctioning, his next goal had been to find a
way to block or suppress it.",""
"He achieved this goal, at the facility which
is now called the 'Sorceress Memorial'.",""
"And he was confident that this technology
could be used to suppress Adel's power,
even if only temporarly.",""
"We devised a way to lure Sorceress Adel
to the research facility.{NewPage}It was under the pretext that Elle had
been found and captured in Esthar.{NewPage}

And that she had been sealed there, for
Adel to claim at her discretion.{NewPage}

In her brazeness, the Sorceress came.
She didn't even bring an escort.{NewPage}She was convinced that she still held
sway over the minds of her people.",""
"Adel
“Where have you placed the child, now?”",""
"Laguna
“Inside!{Wait032}
 We found her only days ago.”",""
"Adel
“If this is true, and she
 is still intact.”{NewPage}Adel
“Your prize shall match
 your fealty to me.”",""
"Laguna
“Yes, of course!{Wait032}
 Thank you, my Mistress!”",""
"She had no idea how wrong she was...",""
"“Dummy”",""
"#efview2","497"
"#ehback1","498"
"“Test”",""
"“Sis... {Wait032}Matron said you're
 not ever coming back...”{NewPage}“Does that mean...{Wait048}
 Did...{Wait032}did you...{Wait048}die?”{NewPage}“Please, don't leave me
 here by myself...”",""
"(...Look at me...{Wait048}
 ...What a shameful sight.){NewPage}(I was so helpless and
 pathetic back then...){NewPage}(After losing Ellone, I was
 miserable living here.){NewPage}(The happiest memory I have of
 this place was the day I left.)",""
"#ehback2","499"
"“Test”",""
"Edea
“Answers by Edea.”",""
"Edea
“Children...{Wait048} Please, hear me out...”{NewPage}Edea
“I no longer wish to fight.”{NewPage}Edea
“I...{Wait064} I'm sorry...{Wait064}for all I've done.”",""
"{Squall}
“But...{Wait032}why?{Wait064}  You were our sworn enemy.
 Why abandon the fight?”{NewPage}{Squall}
“Aren't you a sorceress? 
 What made you change your mind?”",""
"{Zell}
“Yeah!  Why'd you give up?
 Was it {Rinoa}'s fault?”",""
"{Quistis}
“Was {Rinoa} responsible?
 Did she use some sort of magic on you?”",""
"{Irvine}
“It wasn't 'cause of {Rinoa}, was it?
 She did something strange when we fought.”",""
"{Selphie}
“Did {Rinoa} do it?  She cast some magic,
 but it looked kinda weird.”",""
"{Zell}
“Yeah, what really happened?”",""
"{Quistis}
“Could you explain what happened?”",""
"{Irvine}
“Do you know what she did?”",""
"{Selphie}
“What'd she do to you?”",""
"Edea
“{Rinoa}? {Wait032} The young girl in blue?
 Is that her name?”{NewPage}Edea
“Yes...{Wait048}It was her...{Wait048}though I'm still not
 quite sure how she managed it.”",""
"Edea
“While we were engaged in
 battle in {Galbadia} Garden...”{NewPage}Edea
“...that girl employed a technique
 I've never seen before.”{NewPage}Edea
“She effectively managed to draw
 my magical prowess from me.”",""
"Edea
“That girl...{Wait032}{Rinoa}...{Wait064}has stolen my power.”{NewPage}Edea
“I am...{Wait064}no longer a sorceress...”",""
"Edea
“You may not be aware, but it was rumored
 that Sorceress Adel did something similar.”{NewPage}Edea
“For years she used her army to hunt down
 young sorceresses around the world.”{NewPage}Edea
“They say she was able to syphon away
 their power, and add it to her own.”{NewPage}Edea
“And it was due to this technique that Adel's
 power became as great as it was.”",""
"Edea
“I have no idea how, but I am convinced that
 {Rinoa} must have learned such a technique.”{NewPage}Edea
“And by using it on me, she has rescued me
 from the common doom of all sorceresses...”",""
"Edea
“I...{Wait048}am eternally grateful for what she
 has done for me...{Wait128}but...”{NewPage}Edea
“I fear she was unware of the great danger
 she would be placing upon herself.”",""
"Edea
“Apparently, even though she was somehow
 capable of performing such a feat...”{NewPage}Edea
“...she was by no means prepared to handle
 the level of power she would inherit.”{NewPage}Edea
“Adel...{Wait048}was a very powerful sorceress, but even
 she preyed upon the young and the weak.”",""
"Edea
“But {Rinoa} attempted to steal the power
 of someone much stronger than herself.”{NewPage}Edea
“However brave that act may have been,
 it was also very foolish, and very dangerous.”{NewPage}Edea
“And I'm afraid her current state is the result.
 Her body and mind are in shock.”",""
"Edea
“I believe I understand the problem. But how
 it can be fixed, is another matter entirely.”{NewPage}Edea
“Her affliction is magical by nature, so I doubt
 common medicine can offer much help.”",""
"Edea
“If we leave her be, it's possible that {Rinoa}'s
 condition will improve on its own, in time.”{NewPage}Edea
“Or, it may be that the only way to properly
 heal a sorceress, is by another sorceress.”{NewPage}Edea
“At the very least, another sorceress should
 be able to get a sense of her condition.”{NewPage}Edea
“But where could we find another sorceress
 willing to help?”",""
"Edea
“Of course, I no longer have the power
 to be of any direct assistance...”{NewPage}Edea 
“Sorceress Adel is not an option. We've heard
 nothing from her for almost twenty years...”{NewPage}Edea
“If she is even still alive, after all this time,
 there's no way we could hope to trust her.”{NewPage}Edea
“I know of only one other sorceress that
 could possibly help you...”",""
"Edea
“Ellone...{Wait096} She's the only other
 sorceress that I'm aware of.”{NewPage}Edea
“I know she's spent most her
 life in hiding...”{NewPage}Edea
“But I believe Cid may know
 something of her whereabouts.”{NewPage}Edea
“Perhaps you could convince
 him to give you her location?”",""
"Edea
“But {Squall}, there is an issue I want you to
 consider, before you attempt to aid {Rinoa}.”{NewPage}Edea
“To one degree or another, she is now the
 bearer of my power...{Wait064}and my fate.”",""
"Edea
“She may now have the potential to be a
 greater sorceress than I ever was.”{NewPage}Edea
“Waking her may have consequences that
 are too dire to be imagined.”",""
"Edea 
“My advice to you is to think very carefully,
 before taking any action.”{NewPage}Edea
“Consider the well-being of others, rather
 than consulting your own feelings...”{NewPage}Edea
“...and recognize how much suffering might
 result from {Rinoa}'s successful recovery.”",""
"{Quistis}
“{Squall}, let's hear what else
 the Matron has to say.”",""
"{Zell}
“{Squall}, I'm sure Edea has
 much more to say!”",""
"{Irvine}
“C'mon {Squall},
 let's hear the Matron out.”",""
"{Selphie}
“{Squall}, are we leaving already!?”",""
"(I've heard enough.)",""
"({Rinoa} sacrificed herself
 to save Edea...){NewPage}(...but now...{Wait048}
 Who's gonna save her?)",""
"{Squall}
“Matron, there must be something
 more that we can do to help {Rinoa}?”",""
"Edea
“What do you expect, beyond the truth?
 I don't foresee her future ending well.”{NewPage}Edea
“Then again, I would have said the same
 thing about myself...”",""
"{Squall}
“But, after all she did
 to help you...”",""
"{Squall}
“Don't you owe it to her,
 to try...{Wait064}something!?”",""
"Headmaster Cid
“{Squall}, trust me. I understand your concern
 for the girl. Her actions were praiseworthy.”{NewPage}Headmaster Cid
“But you cannot forget WHAT she is, OR that
 she's now more dangerous than ever.”{NewPage}Headmaster Cid
“You must learn to accept that the world would
 be a far safer place...{Wait128}without {Rinoa} in it.”",""
"{Squall}
“What!!!?”{NewPage}{Squall}
“How could you say that!?”",""
"Edea
“Child...”",""
"{Squall}
“...{Wait032}...{Wait048}...”",""
"Headmaster Cid
“{Squall}, the girl's fate is only one of the 
 challenges we're now facing. Listen closely.”{NewPage}Headmaster Cid
“In Galbadia Garden, while you were distracted
 with Edea, {Seifer} was able to escape.”",""
"Headmaster Cid
“We don't know for sure where he's gone,
 but Edea has a fairly good guess.”",""
"{Squall}
“{Seifer}...?{Wait048}  What kind of
 threat could he pose, now?”{NewPage}{Squall}
“Right now, I don't really give
 a damn about {Seifer}!”",""
"Headmaster Cid
“Young man! {Wait048} When EXACTLY did you forget
 who you're talking to!?”{NewPage}Headmaster Cid
“Because I don't recall myself, or anyone else
 asking you for your opinion!”{NewPage}Headmaster Cid
“Never forget that you are in a position of
 leadership, soldier.  {Wait128}Act like it.”{Wait032}{NewPage}Headmaster Cid
“At times like this, you must learn to control
 any personal feelings you have...”{NewPage}Headmaster Cid
“...and consider that the decisions YOU must
 make will have far reaching consequences...”{NewPage}Headmaster Cid
“...not just on you, or {Rinoa}...{Wait064}but on your
 team, on the Garden...{Wait128}and on the world...”",""
"{Squall}
“...{Wait032}...{Wait032}...”",""
"(...Dammit!)",""
"Edea
“So, when I was leading {Galbadia},
 with {Seifer} by my side...”",""
"(I don't need a lecture!  I know that
 the Garden's safety is my top priority.)",""
"Edea
“I had one ultimate goal in mind...
 To find the {Blue}Lunatic Pandora{White}.”",""
"“The {Blue}Lunatic Pandora{White}?
 What's that?”",""
"(But what about {Rinoa}?
 Don't I also have a responsibility to her?)",""
"Edea
“The Pandora is the most powerful weapon ever
 created by Esthar. It's the weapon they used
 to destroy Trabia City.”",""
"“Oh....”",""
"(She...she only wanted to help.
 And look at what happened to her...)",""
"Edea
“It was so powerful, in fact, that fear led
 them to bury it in the ocean forever.”",""
"“So is that what you were
 doing in the ocean?”",""
"(I promised her that I'd keep her safe.
 She's a part of my team...she's...)",""
"Edea
“Yes!{Wait032}  With {Galbadia} Garden's support,
 {Seifer} and I raised it from the depths.”",""
"Edea
“So if {Seifer}'s bent on continuing with our
 plans, then he'll return to the Pandora.”",""
"///(5  What do they expect me to do?
 Just leave her to die?  Or worse...?)",""
"Edea
“He'll unleash its power in an attempt to 
 conquer Esthar, and anyone else in his path.”",""
"(What do they expect me to do?
 Just let her die?  Or even worse...?)",""
"{Squall}
“I can't accept that!”",""
"{Selphie}
“Huh?{Wait032}  {Squall}?{Wait048}
 Are you even listening!?”",""
"{Squall}
“So...{Wait032}all we have to do is find {Seifer},
 and keep him from using this lunatic thing?”",""
"{Quistis}
“Apparently so...{Wait032}but I'm sure that's
 much easier said than done.”{NewPage}{Quistis}
“First, we should head back to the Garden,
 and inform everyone of the situation.”",""
"{Squall}
“And we should check in with
 Dr. Kadowaki...”{NewPage}{Squall}
“...in case {Rinoa}'s condition
 has changed.”",""
"{Irvine}
“Hey, {Squall}?{Wait064}
 Are you gonna be okay?”",""
"{Squall}
“I'm fine, {Irvine}!”{NewPage}{Squall}
“I just care about my team, alright!?”",""
"{Squall}
“Let's go...”",""
"Edea 
“Don't be naive, my children, of how great the
 struggle facing {Rinoa} will now be.”{NewPage}Edea 
“As all sorceresses, I was plagued with desire.
 A need that hounded me every day...”{NewPage}Edea 
“It persisted, like a ravenous hunger, yet one
 that came from without, and not within...”{NewPage}Edea 
“I yearned for domination. Control over others,
 over my own power, and over nature itself...”{NewPage}Edea 
“My only relief, if relief it could be called, was
 to embrace my fate, and let the hunger rule.”",""
"{Quistis}
“That sounds awful.
 Is there nothing that can be done?”",""
"{Zell}
“Man...{Wait032}that...{Wait032}that's a raw deal...{Wait048}
 Will it be like that for {Rinoa}?”",""
"{Selphie}
“But...that can't happen to {Rinoa}!
 How do we stop it?”",""
"{Irvine}
“So, if we wanna help {Rinoa},
 isn't there anything we can do?”",""
"Edea
“If I am correct, and my power now belongs
 to her, then my struggle does, as well...”{NewPage}Edea
“Whatever difficulty she previously had in
 controlling her power, it will now be far worse.”",""
"Edea
“I've little hope that she will have the
 fortitude to resist for very long.”",""
"{Quistis}
“Which means...”",""
"{Zell}
“Huh?  Meaning?”",""
"{Selphie}
“So...what'll happen to her?”",""
"{Irvine}
“And then...?”",""
"Edea 
“If she is revived, you may only have a
 short while before she succumbs...”{NewPage}Edea
“...and embraces her newfound power as
 fully as she is able.”",""
"///Edea
First time we met was
 the day I became a SeeD.
 We met again...in Timber...{NewPage} We had a lot of arguments at first.
 But in time, things began to change.){NewPage} You were looking at me...
 You smiled when our eyes met.){NewPage} It made me feel calm, tranquil.){NewPage} I never got used to stuff like that...
 I didn't know how to react... Even now.){NewPage} Give me another chance.)",""
"Edea 
“I'm sorry.{Wait032}
 I wish I had a better answer for you...”",""
"Edea
“You've returned.
 What more do you need?”",""
"{Squall}
“The White Ship.
 The one Ellone's on.”{NewPage}{Squall}
“Do you know how
 to find it?”",""
"Headmaster Cid
“No one can say, for certain...
 They don't stay in one place for long.”",""
"{Squall}
“Then, how do you
 recommend we find them?”",""
"Edea
“The last place Cid said they harbored
 was near here, on the Centra continent.”{NewPage}Edea
“I would start my search somewhere nearby,
 {Yellow}【in an inlet north of this location】{White}.”",""
"Edea
“Start by searching nearby for the Ship,
 {Yellow}【in an inlet north of this location】{White}.”",""
"Edea
“And {Squall}.  Please take with
 you this {Yellow}letter{White} that I wrote.”{NewPage}Edea
“I hope it will help ease their
 concern for Ellone's safety.”",""
"Edea
“Oh, {Squall}.
 You lost the {Yellow}letter{White} that I wrote?
 Here is another...”",""
"{Edea}
“I will remain here with Cid for now.
 Do not fret, children.”{NewPage}{Edea}
“To my knowledge, you should have no
 more reason to fear me again...”",""
"Edea
“The SeeDs in white uniforms...
 They too are orphans
 or had no other place to go...”{NewPage}“I could not bear to see children like that
 and before I knew it, there were many.
 They are SeeDs, just like yourselves.
 Please treat them as friends.”",""
"Edea
“Ellone was not on the ship?
 I hope she is safe...”",""
"“In no way has Ellone benefited
 from her mysterious power.”{NewPage}“Sending one's consciousness into another...
 However, she herself has no place to go.”{NewPage}“She sends someone's consciousness to
 someone from her past memory...”{NewPage}“What she sees is HER OWN memory
 from the point of view of another.”",""
"Edea
“Forgive me, {Squall}.”{NewPage}“The sorceress' power has been passed
 on to someone very dear to you...”",""
"Headmaster Cid
“Please believe her, {Squall}.
 That was not Edea's intent.”",""
"{Squall}
“...What am I to do...?”",""
"Edea
“What...do you want to do?”",""
"(Me...?)",""
"///Edea
“It is something YOU must decide.”",""
"Edea
“You look determined, {Squall}.
 I see you have decided.
 I wish you the best.”",""
"Edea
“{Rinoa}?{Wait032}  This is the first time I've had a
 chance to thank you for what you did for me.”{NewPage}Edea
“You've given me a second chance, and for
 that, I'm eternally grateful.”{NewPage}Edea
“But it's far from a sufficient remedy, since
 you now must carry a double burden.”{NewPage}Edea
“And if another sorceress were to draw out
 your power, she would become thrice-cursed.”{NewPage}Edea
“And we would end up with an even greater
 threat than when we started, another Adel.”{NewPage}Edea
“If you want a true, long-term solution to
 your curse, it won't be a simple endeavor.”{NewPage}Edea
“And it will require a deeper examination of
 the nature of sorcery itself.”{NewPage}Edea
“And it may come at a great cost to you.
 Is that something you're willing to risk?”",""
"{Rinoa}
“Yes, of course!  {Wait048} A least...{Wait064}if something
 like that's even possible...”{NewPage}{Rinoa}
“I mean...{Wait048} I never wanted to be
 this way.{Wait064}  Who does?”{NewPage}{Rinoa}
“Just look at everything the curse
 made you do?”{NewPage}{Rinoa}
“Even this orphanage...{Wait048}your home...{Wait064}
 all burned down...{Wait096}by your own magic.”",""
"{Rinoa}
“And look at me...{Wait064}
 Look at what I've done...”{NewPage}{Rinoa}
“I...{Wait048}I'm afraid that I'm already
 becoming more...{Wait096}you know...{Wait128}like you...”{Wait032}",""
"{Rinoa}
“If you have a solution...{Wait048}any solution...{Wait064}
 I'm willing to try it!”",""
"Edea
“...Thank you...{Rinoa}.”",""
"Edea
“How is {Rinoa}?”{NewPage}Edea
“No matter how cheerful she may
 appear to be on the outside...”{NewPage}Edea
“...I am sure that inwardly she
 is full of anxiety.”",""
"Edea
“{Rinoa} now stands at a crossroads
 in history.”{NewPage}Edea
“What she chooses could have
 ramifications for millenia to come.”",""
"Edea
“Well, if anyone has an answer for you,
 it would undoubtedly be Dr. Odine.”{NewPage}Edea
“But he is a man of science, and has less
 concern for either history or myth.”{NewPage}Edea
“And that's where I might aid you, to better
 understand the nature of what afflicts you.”{NewPage}Edea
“I wish to illuminate the path before you,
 by shining a light on the past.”",""
"{Rinoa}
“Hmm...{Wait048}what do you mean?”",""
"Edea
“Have you ever heard the story
 of the First Sorceress?”",""
"{Rinoa}
“The very first sorceress?  I don't think so...”{NewPage}{Rinoa}
“What does she have to do with anything?”",""
"Edea
“Well, you may not know this, but all sorcery
 is essentially a complex type of junction.”{NewPage}Edea
“It's the only natural junction that exists,
 and all junctioning has been derived from it.”{NewPage}Edea
“Like any other junction, we are ultimately
 drawing power from another source of magic.”{NewPage}Edea
“And according to the legend, the source of
 this magic was bestowed by Hyne himself.”{NewPage}Edea
“Unbridled access to the power of a god...{Wait064}
 This is our gift...{Wait096}and our curse...”{NewPage}Edea
“Now, our junction with this source is much
 stronger than one with a Guardian Force.”{NewPage}Edea
“And it persists, even after death. When we
 die, a part of us is retained by this source.”{NewPage}Edea
“It's like a memory, or an echo, if you wish,
 of the life each sorceress once lived.”{NewPage}Edea
“Ancient sorceresses had referred to these
 memories collectively as...{Wait128}the Succession.”{Wait032}{NewPage}Edea
“These memories resound throughout the
 ages, spanning history in an unbroken line...”{NewPage}Edea
“...all the way back to the very
 first sorceress.”",""
"{Rinoa}
“The first sorceress...?”{NewPage}{Rinoa}
“Was her name...{Wait096}Ultimecia?”{Wait032}",""
